BANK_ID,AGE,MARITAL_STATUS,GENDER,EDUCATION,STATE,OCCUPATION,OCC_DESC
24212,28,Married,Male,No Formal Education / Unknown,Johor Darul Takzim,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
24319,28,Married,Male,Secondary,Melaka,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
24957,28,Single,Male,No Formal Education / Unknown,Melaka,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
25282,27,Single,Female,No Formal Education / Unknown,Perak Darul Ridzuan,Outside Labour Force - Student,STUDENT
25294,27,Married,Female,College/ University,WP - Putrajaya,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
25429,27,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Business/Administration/Finance - Accountants/Auditor/Tax Colsultant/Liquidator/Chart",OTHERS
26241,27,Single,Male,,Johor Darul Takzim,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
26433,26,Single,Male,,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
26908,26,Single,Male,No Formal Education / Unknown,Kedah Darul Aman,"Associate Professionals, Regulatory Government - Others (Fireman/Prison/Maritime Asst. Superintenden",OTHERS
27484,25,Married,Male,College/ University,Kelantan Darul Naim,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
27574,25,Single,Male,,Perak Darul Ridzuan,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
27653,25,Married,Female,College/ University,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
27749,25,Single,Male,Professional,Sabah,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
28078,25,Single,Female,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,Outside Labour Force - Student,STUDENT
28208,25,Single,Female,,Selangor Darul Ehsan,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
28280,24,Single,Female,No Formal Education / Unknown,Terengganu Darul Iman,Outside Labour Force - Student,STUDENT
28598,24,Single,Male,,Pahang Darul Makmur,Protective Services Workers - Security Guards (Departmental/Office/Industrial Guard/Concierge),NON-EXECUTIVE
28764,24,Single,Male,No Formal Education / Unknown,Melaka,Outside Labour Force - Student,STUDENT
28781,24,Single,Male,College/ University,Kedah Darul Aman,"Professionals, Regulatory Government - Police Inspectors/Detectives (Probationary Insp/Inspectors to",GOVT SERVANT
29084,23,Single,Male,No Formal Education / Unknown,Pulau Pinang,"Sales Workers, Shop Salespersons - Shop Keepers",NON-EXECUTIVE
29167,22,Single,Female,,Negeri Sembilan Darul Khusus,"Service and Sales Workers, Personal Services - Travel Attendants, Air/Flight/Train/Floor Stewards/St",NON-EXECUTIVE
29168,22,Single,Female,,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
29268,22,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,Plant/Machine Operators/Assemblers  - Machine-Tool Setter/Operators,OTHERS
29302,22,Single,Male,,Kedah Darul Aman,Outside Labour Force - Student,STUDENT
29324,22,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,Sales Workers - Stall/Market/Kiosk Salesperson/promoter/Florist/,NON-EXECUTIVE
29332,21,Single,Male,,WP - Kuala Lumpur,"Professionals, Hospitality/Related Services/Reservation/Reception/Housekeeping/Food & Beverages Supe",OTHERS
11198,49,Married,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Others",OTHERS
11844,46,Widow,Female,Secondary,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
12265,45,Married,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
12471,44,Single,Female,,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
12687,44,Married,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
13268,43,Single,Male,,Selangor Darul Ehsan,"Professionals, Legal - Lawyers/Prosecutors/Solicitors/Legal Advisors/Legal Drafters/Legal Officer/Ad",PROFESSIONAL
13282,42,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
13407,42,Married,Male,Secondary,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
13516,42,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
13721,42,Married,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
13831,41,Married,Male,,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
13898,41,Married,Male,Secondary,Johor Darul Takzim,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
13900,41,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
13970,41,Married,Male,No Formal Education / Unknown,WP - Kuala Lumpur,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
14243,40,Single,Female,,Kelantan Darul Naim,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
14859,39,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Others",OTHERS
14861,39,Married,Female,Bachelor,Sarawak,"Professionals, Teaching, Lecturers/Tutors/Professor - University/College/Higher Education/Dean/Deput",PROFESSIONAL
15330,38,Married,Female,College/ University,Sarawak,"Associate Professionals/Technician/Asst/Supervisor/Executive, Health - Nursing/Midwifery",GOVT SERVANT
15376,38,Single,Female,Bachelor,Johor Darul Takzim,"Professionals, Teaching, Lecturers/Tutors/Professor - University/College/Higher Education/Dean/Deput",PROFESSIONAL
15489,38,Married,Female,College/ University,Sarawak,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
15722,38,Married,Female,No Formal Education / Unknown,Sabah,"Professionals, Teaching, Teachers/Lecturers/Tutors - Others/Home Teachers/Special Need Teachers For",GOVT SERVANT
15761,38,Single,Male,Bachelor,WP - Labuan,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
15764,38,Married,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
15765,38,Married,Female,Secondary,Kedah Darul Aman,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
15900,37,Married,Male,Bachelor,Pulau Pinang,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
16093,37,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Others",OTHERS
16315,37,Married,Female,College/ University,Selangor Darul Ehsan,"Managers, Managing Directors/Chief Executives/ Chairman/President/Director Enterprise/Organization",CEO/DIRECTOR
16392,37,Single,Male,,Johor Darul Takzim,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Mining/Manufactu",OTHERS
16420,37,Married,Female,College/ University,Johor Darul Takzim,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
16611,36,Married,Female,Professional,Sarawak,"Professionals, Health - Medical Doctors, ENT/Anaesthetist/Oncologist/Psychiatrist/Cardiologist/Gynae",PROFESSIONAL
16712,36,Single,Male,College/ University,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
16820,36,Married,Female,,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
17745,35,Single,Male,Secondary,Kedah Darul Aman,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
17820,35,Married,Female,No Formal Education / Unknown,Johor Darul Takzim,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
17845,35,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
17933,34,Married,Male,College/ University,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
18055,34,Married,Male,Secondary,Selangor Darul Ehsan,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
18123,34,Single,Male,,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
18181,34,Single,Male,,Sabah,"Managers, Hospitality/Retail/Other Services/Concierge/Reservation/Reception/Housekeeping/Food & Beve",OTHERS
18434,34,Married,Male,No Formal Education / Unknown,WP - Kuala Lumpur,"Associate Professionals, Artistic and Cultural - Interior Designers/Decorators",OTHERS
18517,34,Single,Male,,WP - Kuala Lumpur,"Associate Professionals, Administrative/Specialized - Others",OTHERS
18638,33,Single,Male,No Formal Education / Unknown,Johor Darul Takzim,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
18896,33,Married,Male,,Selangor Darul Ehsan,"Professionals, Architects/Planners/Surveyors/Designers - Building/Interior",PROFESSIONAL
18991,33,Single,Female,Secondary,Perak Darul Ridzuan,"Professionals, Teaching, Teachers/Lecturers/Tutors - Others/Home Teachers/Special Need Teachers For",GOVT SERVANT
19433,33,Married,Male,Secondary,Kedah Darul Aman,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
19498,33,Married,Male,College/ University,Pulau Pinang,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
19630,32,Single,Male,College/ University,WP - Kuala Lumpur,Elementary - Cleaners/Helpers/Laundress/Housekeeper/Chambermaid/Porter/Hotel Bellman/Washer/Tea Lady,NON-EXECUTIVE
19636,32,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Service and Sales Workers, Personal Services - Travel Attendants, Air/Flight/Train/Floor Stewards/St",NON-EXECUTIVE
19728,32,Single,Male,,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
19923,32,Single,Female,No Formal Education / Unknown,Sarawak,Outside Labour Force - Student,STUDENT
20934,31,Single,Male,,Perlis Indra Kayangan,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
21296,31,Single,Female,Bachelor,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
21428,31,Single,Male,College/ University,Johor Darul Takzim,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
21615,31,Single,Male,,WP - Kuala Lumpur,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
21759,30,Single,Female,No Formal Education / Unknown,Kelantan Darul Naim,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
21875,30,Single,Male,College/ University,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
22258,30,Single,Male,No Formal Education / Unknown,WP - Putrajaya,Outside Labour Force - Student,STUDENT
22361,30,Married,Male,,Sarawak,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
22499,30,Single,Female,College/ University,Perak Darul Ridzuan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
22865,29,Single,Male,No Formal Education / Unknown,Kedah Darul Aman,Sales Workers - Stall/Market/Kiosk Salesperson/promoter/Florist/,NON-EXECUTIVE
22966,29,Single,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
23052,29,Single,Male,,Perak Darul Ridzuan,"Service and Sales Workers, Personal Services - Travel/Tourist/Art Gallery/Factory Tour/SightSeeing G",OTHERS
23425,29,Single,Male,No Formal Education / Unknown,Melaka,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
23630,29,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
23674,29,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
23735,29,Single,Male,College/ University,Pahang Darul Makmur,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
23875,29,Single,Female,Secondary,WP - Labuan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
24436,28,Single,Male,,Johor Darul Takzim,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
24764,28,Single,Male,Secondary,Johor Darul Takzim,Subsistence Farmers/Fisherman/Hunters/Gatherers/Turtle Egg/Dammar/Shellfish/Seaweed/Bird Nest/Wild F,NON-EXECUTIVE
25205,27,Single,Male,College/ University,WP - Kuala Lumpur,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
25214,27,Single,Female,Bachelor,Kedah Darul Aman,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
25407,27,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Health - Nursing/Midwifery",GOVT SERVANT
25410,27,Single,Male,Secondary,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Mining/Manufactu",OTHERS
25426,27,Single,Male,No Formal Education / Unknown,Pulau Pinang,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
25526,27,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Health - Nursing/Midwifery",GOVT SERVANT
25630,27,Single,Male,Secondary,Melaka,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
25706,27,Single,Female,,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
25828,27,Single,Male,No Formal Education / Unknown,Melaka,Outside Labour Force - Student,STUDENT
25858,27,Single,Male,No Formal Education / Unknown,Pahang Darul Makmur,Outside Labour Force - Student,STUDENT
25861,27,Single,Male,,Kelantan Darul Naim,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
26113,27,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Sales Workers - Stall/Market/Kiosk Salesperson/promoter/Florist/,NON-EXECUTIVE
26322,26,Single,Female,No Formal Education / Unknown,Terengganu Darul Iman,"Clerical Support Workers, Customer Services/Client Information Workers - Contact/Call Centre Informa",OTHERS
26394,26,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
27022,26,Single,Male,No Formal Education / Unknown,Kelantan Darul Naim,Outside Labour Force - Student,STUDENT
27105,26,Single,Male,No Formal Education / Unknown,Pulau Pinang,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
27129,26,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
27192,26,Married,Female,No Formal Education / Unknown,Melaka,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
27508,25,Single,Female,Secondary,WP - Kuala Lumpur,"Sales Workers, Shop Salespersons - Shop Keepers",NON-EXECUTIVE
27598,25,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
27797,25,Single,Male,,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
27845,25,Single,Female,,Johor Darul Takzim,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
27872,25,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,"Professionals, Regulatory Government - Police Inspectors/Detectives (Probationary Insp/Inspectors to",GOVT SERVANT
27989,25,Single,Male,College/ University,WP - Kuala Lumpur,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
28519,24,Single,Male,,Sarawak,Outside Labour Force - Student,STUDENT
28747,24,Single,Male,College/ University,Pulau Pinang,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
28812,23,Single,Male,College/ University,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
28822,23,Single,Male,No Formal Education / Unknown,Johor Darul Takzim,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
28849,23,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
10132,55,Married,Female,,Perak Darul Ridzuan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
10178,55,Married,Male,,Pulau Pinang,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
10398,53,Married,Female,No Formal Education / Unknown,WP - Kuala Lumpur,"Professionals, Business/Administration/Finance - Financial/Investment Advisors/Planners",OTHERS
10680,51,Married,Female,,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
11086,49,Married,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
11228,49,Married,Female,No Formal Education / Unknown,Sarawak,"Associate Professionals, Regulatory Government - Police Officers (L/Corporal to Sub Inspectors)",GOVT SERVANT
11667,47,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
11709,47,Married,Female,No Formal Education / Unknown,Sarawak,"Professionals, Teaching, Teachers/Lecturers/Tutors - Others/Home Teachers/Special Need Teachers For",GOVT SERVANT
11928,46,Married,Male,,Johor Darul Takzim,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
12065,46,Married,Male,,Selangor Darul Ehsan,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
12656,44,Married,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
12862,43,Married,Female,,Perak Darul Ridzuan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
12886,43,Married,Male,College/ University,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
12933,43,Married,Male,Secondary,Selangor Darul Ehsan,"Managers, Hospitality/Retail/Other Services/Concierge/Reservation/Reception/Housekeeping/Food & Beve",OTHERS
13182,43,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Others",OTHERS
13214,43,Married,Male,College/ University,Sabah,"Professionals, Teaching, Teachers/Lecturers/Tutors - Others/Home Teachers/Special Need Teachers For",GOVT SERVANT
13562,42,Married,Male,,Kelantan Darul Naim,"Elementary, Mining/Construction - Workers/Labourers",NON-EXECUTIVE
13745,41,Married,Male,College/ University,Kedah Darul Aman,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
14371,40,Single,Male,,Melaka,"Managers, Hospitality/Retail/Other Services/Concierge/Reservation/Reception/Housekeeping/Food & Beve",OTHERS
14464,40,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
14620,40,Married,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Service and Sales Workers, Personal Services - Waiters/Waitress/Bartenders/Dang Pawara/Food & Bevera",OTHERS
14660,40,Single,Male,Masters,Selangor Darul Ehsan,"Managers, Managing Directors/Chief Executives/ Chairman/President/Director Enterprise/Organization",CEO/DIRECTOR
14894,39,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
15097,39,Single,Male,No Formal Education / Unknown,Pulau Pinang,"Associate Professionals, Administrative/Specialized - Others",OTHERS
15223,39,Married,Male,No Formal Education / Unknown,WP - Kuala Lumpur,"Associate Professionals, Culinary - Chefs/Other Related",OTHERS
15505,38,Married,Male,,Sabah,Elementary - Cleaners/Helpers/Laundress/Housekeeper/Chambermaid/Porter/Hotel Bellman/Washer/Tea Lady,NON-EXECUTIVE
16115,37,Married,Female,No Formal Education / Unknown,Pahang Darul Makmur,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
16334,37,Married,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
16419,37,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
16421,37,Married,Male,College/ University,Selangor Darul Ehsan,"Service and Sales Workers, Personal Services - Waiters/Waitress/Bartenders/Dang Pawara/Food & Bevera",OTHERS
16479,37,Married,Male,,WP - Kuala Lumpur,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
16543,36,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Protective Services Workers - Security Guards (Departmental/Office/Industrial Guard/Concierge),NON-EXECUTIVE
16550,36,Married,Male,,Sarawak,Protective Services Workers - Security Guards (Departmental/Office/Industrial Guard/Concierge),NON-EXECUTIVE
16594,36,Married,Female,,Negeri Sembilan Darul Khusus,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
17300,35,Married,Male,Secondary,WP - Kuala Lumpur,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
17443,35,Single,Male,,Johor Darul Takzim,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
17470,35,Married,Female,No Formal Education / Unknown,Pahang Darul Makmur,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
17612,35,Single,Female,No Formal Education / Unknown,Sabah,Outside Labour Force - Student,STUDENT
17695,35,Married,Female,No Formal Education / Unknown,Pulau Pinang,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
18257,34,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
18320,34,Married,Male,College/ University,Perak Darul Ridzuan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
18575,34,Single,Male,College/ University,Sarawak,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
19013,33,Single,Female,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
19034,33,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Mining/Manufactu",OTHERS
19059,33,Single,Male,Secondary,Terengganu Darul Iman,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
19382,33,Married,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
19521,33,Single,Male,College/ University,WP - Kuala Lumpur,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
19571,32,Married,Male,No Formal Education / Unknown,Kedah Darul Aman,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
20097,32,Single,Female,No Formal Education / Unknown,Sabah,Outside Labour Force - Student,STUDENT
20225,32,Single,Male,No Formal Education / Unknown,Sarawak,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
20264,32,Single,Male,Secondary,Kedah Darul Aman,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
20299,32,Married,Female,College/ University,Pulau Pinang,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
20885,31,Single,Male,No Formal Education / Unknown,Sarawak,"Associate Professionals, Culinary - Chefs/Other Related",OTHERS
20945,31,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
21082,31,Single,Male,College/ University,WP - Kuala Lumpur,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
21719,30,Married,Female,,Perak Darul Ridzuan,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
