BANK_ID,AGE,MARITAL_STATUS,GENDER,EDUCATION,STATE,OCCUPATION,OCC_DESC
13398,42,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
16152,37,Married,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Mining/Manufactu",OTHERS
18560,34,Single,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
18568,34,Married,Male,College/ University,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
26717,26,Single,Female,,Kedah Darul Aman,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
27584,25,Single,Male,,Johor Darul Takzim,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
21437,31,Single,Female,No Formal Education / Unknown,Perak Darul Ridzuan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
23408,29,Single,Male,Secondary,WP - Kuala Lumpur,Outside Labour Force - Student,STUDENT
24558,28,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
10016,58,Married,Male,Secondary,Johor Darul Takzim,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
10059,56,Single,Male,No Formal Education / Unknown,STATE_INFO_NOT_PROVIDED,Protective Services Workers - Security Guards (Departmental/Office/Industrial Guard/Concierge),NON-EXECUTIVE
10103,55,Married,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Others",OTHERS
10384,53,Married,Male,Secondary,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
10389,53,Married,Male,Secondary,Selangor Darul Ehsan,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Heavy Truck/Bus Drivers",OTHERS
10698,51,Married,Male,Secondary,Selangor Darul Ehsan,Outside Labour Force - Retiree,RETIRED
10837,51,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,"Army -Recruit/Private to General/Field Marshal, Navy - Ordinary-COD/Seaman/Recruit to Admiral of Fle",GOVT SERVANT
10864,50,Married,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
11066,49,Married,Male,Secondary,Selangor Darul Ehsan,"Craft,Metal/Machinery/Sheet/Structural Metal/Moulders/Welders/Related Trades Workers - Welders/Flame",OTHERS
11081,49,Married,Male,Secondary,Johor Darul Takzim,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
11255,49,Married,Female,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Housewife/Househusband,HOUSEWIFE
11295,48,Single,Male,No Formal Education / Unknown,Johor Darul Takzim,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
11457,48,Married,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
11552,47,Married,Male,Secondary,Melaka,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Mining/Manufactu",OTHERS
11553,47,Married,Male,College/ University,Pulau Pinang,"Associate Professionals/Technician/Asst/Supervisor/Executive, Health - Others",OTHERS
11944,46,Married,Male,No Formal Education / Unknown,Pulau Pinang,"Associate Professionals, Administrative/Specialized - Others",OTHERS
12006,46,Divorced,Female,Secondary,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
12356,45,Single,Male,No Formal Education / Unknown,Kedah Darul Aman,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
12458,44,Married,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
12874,43,Not Applicable / Blank,Male,No Formal Education / Unknown,Perak Darul Ridzuan,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
12883,43,Married,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Architects/Planners/Surveyors/Designers - Building/Interior",PROFESSIONAL
13422,42,Married,Female,Secondary,Selangor Darul Ehsan,"Professionals, Mining/Manufacturing/Construction/Boiler/Quality Assurance/Contract/Project/Property/",OTHERS
13627,42,Married,Male,College/ University,Sarawak,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
13837,41,Married,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
14184,41,Married,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
14266,40,Married,Male,,Selangor Darul Ehsan,"Craft,Electronics/Telecommunications/Related Trades Workers - IT & Communication Technology Installe",NON-EXECUTIVE
14293,40,Single,Female,,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
14696,40,Married,Male,No Formal Education / Unknown,Sarawak,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
14729,40,Married,Male,College/ University,Pulau Pinang,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
15334,38,Married,Male,Secondary,Johor Darul Takzim,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
17075,36,Married,Male,No Formal Education / Unknown,Johor Darul Takzim,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
17267,35,Married,Male,College/ University,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
17277,35,Single,Male,No Formal Education / Unknown,Kelantan Darul Naim,"Associate Professionals, Regulatory Government - Others (Fireman/Prison/Maritime Asst. Superintenden",OTHERS
17299,35,Single,Male,No Formal Education / Unknown,Pulau Pinang,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
17562,35,Married,Male,College/ University,Pulau Pinang,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
18043,34,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
18429,34,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Elementary, Transport/Storage - Other Labourers/Workers",NON-EXECUTIVE
18636,34,Single,Male,,Selangor Darul Ehsan,Sales Workers - Stall/Market/Kiosk Salesperson/promoter/Florist/,NON-EXECUTIVE
18923,33,Married,Female,Bachelor,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
19462,33,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
19546,33,Single,Male,,Kedah Darul Aman,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
19690,32,Married,Female,No Formal Education / Unknown,WP - Kuala Lumpur,"Professionals, Business/Administration/Finance - Financial/Investment Analysts/Executive",OTHERS
20244,32,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
20407,32,Married,Male,,Perak Darul Ridzuan,"Elementary, Transport/Storage, Hand/Pedal Vehicle - Taxi/Trishaw/Bus/Car/Van/Lorry Drivers",OTHERS
20975,31,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,Outside Labour Force - Student,STUDENT
21009,31,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
21065,31,Single,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
21416,31,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
21450,31,Single,Female,College/ University,Selangor Darul Ehsan,Service and Sales Workers - Other Personal Services/Astrologer/Palmist/Fortune-teller/Valet/Undertak,OTHERS
21588,31,Married,Male,College/ University,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
21773,30,Single,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Associate Professionals, Administrative/Specialized - Others",OTHERS
21780,30,Single,Male,Secondary,Pulau Pinang,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
22337,30,Single,Female,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,Outside Labour Force - Student,STUDENT
22572,30,Single,Male,Secondary,Kedah Darul Aman,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
22787,29,Single,Male,College/ University,Selangor Darul Ehsan,"Associate Professionals, Regulatory Government - Police Officers (L/Corporal to Sub Inspectors)",GOVT SERVANT
22834,29,Single,Female,No Formal Education / Unknown,Kedah Darul Aman,Outside Labour Force - Student,STUDENT
23104,29,Single,Male,No Formal Education / Unknown,Kelantan Darul Naim,"Professionals, Teaching, Teachers/Lecturers/Tutors - Others/Home Teachers/Special Need Teachers For",GOVT SERVANT
23115,29,Single,Female,,Johor Darul Takzim,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
23337,29,Single,Male,Secondary,Johor Darul Takzim,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
23364,29,Single,Female,Bachelor,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
23396,29,Married,Male,Secondary,Johor Darul Takzim,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
23401,29,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
23424,29,Single,Female,College/ University,WP - Kuala Lumpur,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
23639,29,Single,Female,,Selangor Darul Ehsan,"Professionals, Architects/Planners/Surveyors/Designers - Building/Interior",PROFESSIONAL
24268,28,Married,Male,,Pulau Pinang,"Service and Sales Workers, Personal Services - Waiters/Waitress/Bartenders/Dang Pawara/Food & Bevera",OTHERS
24383,28,Married,Male,,Johor Darul Takzim,"Elementary, Transport/Storage - Other Labourers/Workers",NON-EXECUTIVE
24438,28,Married,Male,College/ University,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
24810,28,Single,Female,Bachelor,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
25394,27,Single,Female,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
25774,27,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Others",OTHERS
25830,27,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
26077,27,Single,Male,No Formal Education / Unknown,Pulau Pinang,"Professionals, Teaching, Teachers/Lecturers/Tutors - Others/Home Teachers/Special Need Teachers For",GOVT SERVANT
26124,27,Single,Female,,Kedah Darul Aman,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
26318,26,Single,Female,No Formal Education / Unknown,Pulau Pinang,Outside Labour Force - Student,STUDENT
26346,26,Married,Female,,Pulau Pinang,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
26881,26,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
27010,26,Single,Male,No Formal Education / Unknown,Johor Darul Takzim,Outside Labour Force - Student,STUDENT
27638,25,Married,Female,No Formal Education / Unknown,Pulau Pinang,"Education/Social Services Workers, Child Care & Teachers Aide - Child Care Workers",OTHERS
27951,25,Single,Female,No Formal Education / Unknown,Pulau Pinang,Outside Labour Force - Student,STUDENT
27969,25,Married,Male,,Sarawak,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
28802,24,Single,Male,Secondary,Selangor Darul Ehsan,Protective Services Workers - Security Guards (Departmental/Office/Industrial Guard/Concierge),NON-EXECUTIVE
28836,23,Single,Male,,Johor Darul Takzim,Outside Labour Force - Student,STUDENT
28891,23,Single,Male,,Melaka,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
28991,23,Single,Female,,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
29073,23,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Business/Administration/Finance - Accountants/Auditor/Tax Colsultant/Liquidator/Chart",OTHERS
29090,23,Single,Male,,Johor Darul Takzim,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
10048,57,Married,Female,,Pulau Pinang,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
10069,56,Married,Male,No Formal Education / Unknown,WP - Putrajaya,"Associate Professionals, Administrative/Specialized - Others",OTHERS
10151,55,Married,Male,,Perak Darul Ridzuan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
10477,53,Married,Male,,Selangor Darul Ehsan,Protective Services Workers - Security Guards (Departmental/Office/Industrial Guard/Concierge),NON-EXECUTIVE
10529,52,Married,Male,College/ University,Selangor Darul Ehsan,"Managers, Production/Manufacturing/Agriculture/Forestry/Fishery/Mining/Construction/Supply/Distribut",OTHERS
10824,51,Single,Male,,Negeri Sembilan Darul Khusus,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
10879,50,Married,Male,,Sabah,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
11167,49,Single,Female,Bachelor,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
11326,48,Married,Male,,Selangor Darul Ehsan,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
11982,46,Married,Male,,Johor Darul Takzim,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Heavy Truck/Bus Drivers",OTHERS
12462,44,Married,Female,,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
12682,44,Married,Male,Secondary,Melaka,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
12729,44,Married,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Process Control/",OTHERS
12818,44,Married,Female,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Associate Professionals, Administrative/Specialized - Others",OTHERS
12830,44,Single,Female,No Formal Education / Unknown,Perak Darul Ridzuan,"Professionals, Teaching, Lecturers/Tutors/Professor - University/College/Higher Education/Dean/Deput",PROFESSIONAL
13013,43,Married,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Heavy Truck/Bus Drivers",OTHERS
13629,42,Married,Male,,Kelantan Darul Naim,"Elementary, Mining/Construction - Workers/Labourers",NON-EXECUTIVE
14076,41,Married,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
14261,40,Married,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Elementary, Others - Garbage/Soil Carrier/Scrap Handler/Sweeper/Messenger/Courier/Postman/Office Boy",NON-EXECUTIVE
14387,40,Single,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,"Associate Professionals, Administrative/Specialized - Others",OTHERS
14532,40,Married,Male,No Formal Education / Unknown,Sabah,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
15122,39,Single,Female,No Formal Education / Unknown,Pulau Pinang,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
15448,38,Married,Male,,Johor Darul Takzim,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
15540,38,Single,Male,Secondary,Johor Darul Takzim,Service and Sales Workers - Other Personal Services/Astrologer/Palmist/Fortune-teller/Valet/Undertak,OTHERS
15619,38,Married,Male,Secondary,Selangor Darul Ehsan,"Elementary, Transport/Storage, Hand/Pedal Vehicle - Taxi/Trishaw/Bus/Car/Van/Lorry Drivers",OTHERS
15715,38,Married,Male,,Kedah Darul Aman,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
15744,38,Single,Male,No Formal Education / Unknown,Johor Darul Takzim,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
15759,38,Single,Female,No Formal Education / Unknown,Johor Darul Takzim,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Process Control/",OTHERS
16034,37,Married,Male,,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
16214,37,Married,Female,Professional,Selangor Darul Ehsan,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
16319,37,Married,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
16411,37,Married,Female,College/ University,Selangor Darul Ehsan,Service and Sales Workers - Other Personal Services/Astrologer/Palmist/Fortune-teller/Valet/Undertak,OTHERS
16765,36,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Professionals, Business/Administration/Finance - Accountants/Auditor/Tax Colsultant/Liquidator/Chart",OTHERS
16782,36,Married,Male,,Kedah Darul Aman,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
16938,36,Single,Male,,Perak Darul Ridzuan,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
17333,35,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
17772,35,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
18325,34,Married,Male,No Formal Education / Unknown,Johor Darul Takzim,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
18500,34,Single,Male,No Formal Education / Unknown,Negeri Sembilan Darul Khusus,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
19149,33,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
20106,32,Single,Male,,Johor Darul Takzim,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
20184,32,Married,Male,Secondary,Terengganu Darul Iman,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
20308,32,Married,Male,,Selangor Darul Ehsan,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
20544,31,Single,Female,No Formal Education / Unknown,Johor Darul Takzim,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
20980,31,Married,Male,,Perak Darul Ridzuan,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
21587,31,Single,Male,College/ University,WP - Kuala Lumpur,"Associate Professionals, Business/Admin, Sale/Purchase Agents/Brokers - Business Services",SELF EMPLOYED
21612,31,Single,Male,No Formal Education / Unknown,Kedah Darul Aman,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
22563,30,Single,Female,Secondary,WP - Kuala Lumpur,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
23543,29,Single,Male,College/ University,WP - Kuala Lumpur,"Craft,Electronics/Telecommunications/Related Trades Workers - Mechanics and Servicers",OTHERS
23723,29,Single,Female,No Formal Education / Unknown,WP - Kuala Lumpur,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
24627,28,Married,Female,Secondary,Johor Darul Takzim,"Elementary, Transport/Storage - Other Labourers/Workers",NON-EXECUTIVE
24659,28,Single,Male,College/ University,Pulau Pinang,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
25659,27,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,"Professionals, Legal - Lawyers/Prosecutors/Solicitors/Legal Advisors/Legal Drafters/Legal Officer/Ad",PROFESSIONAL
26277,27,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,Outside Labour Force - Student,STUDENT
26450,26,Single,Female,Secondary,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
26480,26,Single,Female,College/ University,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
26588,26,Single,Male,No Formal Education / Unknown,WP - Kuala Lumpur,Outside Labour Force - Student,STUDENT
26612,26,Single,Male,No Formal Education / Unknown,Kedah Darul Aman,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
27345,26,Single,Male,No Formal Education / Unknown,Kelantan Darul Naim,Outside Labour Force - Student,STUDENT
27391,26,Single,Male,,Selangor Darul Ehsan,"Clerical Support Workers, Office - General Office Clerks",NON-EXECUTIVE
27999,25,Single,Male,College/ University,Pahang Darul Makmur,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
28116,25,Single,Male,,Selangor Darul Ehsan,Protective Services Workers - Security Guards (Departmental/Office/Industrial Guard/Concierge),NON-EXECUTIVE
28370,24,Single,Female,No Formal Education / Unknown,Pahang Darul Makmur,Outside Labour Force - Student,STUDENT
28394,24,Single,Male,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
28426,24,Single,Male,,Melaka,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
29006,23,Single,Male,,Pulau Pinang,Plant/Machine Operators/Assemblers  - Stationary Plant/Machine Operators,NON-EXECUTIVE
29038,23,Single,Female,No Formal Education / Unknown,Selangor Darul Ehsan,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
10072,56,Married,Male,,Sarawak,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
10242,54,Married,Male,Professional,WP - Kuala Lumpur,"Professionals, Engineer (Incl. Electrotechnology) Industrial/Production/Environmental/Mechanical/Che",PROFESSIONAL
10329,54,Married,Male,Secondary,Pulau Pinang,"Plant/Machine,  Drivers/Mobile Plant Operators/Related Workers - Car/Van/Motorcycle Drivers",NON-EXECUTIVE
10479,53,Married,Male,,Negeri Sembilan Darul Khusus,Service and Sales Workers - Other Personal Services/Astrologer/Palmist/Fortune-teller/Valet/Undertak,OTHERS
10554,52,Married,Male,No Formal Education / Unknown,Sarawak,"Associate Professionals, Administrative/Specialized - Administrative Officer/Executive",MANAGER OR SUPERVISOR
10738,51,Married,Male,College/ University,Selangor Darul Ehsan,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
10835,51,Married,Male,No Formal Education / Unknown,Johor Darul Takzim,"Managers, Administrative/Commercial Managers/Account/Credit/Finance/HR/Insurance/Treasury/Audit/IR/O",MANAGER OR SUPERVISOR
11685,47,Married,Female,,Kedah Darul Aman,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
12401,45,Married,Female,,Pahang Darul Makmur,Protective Services Workers - Security Guards (Departmental/Office/Industrial Guard/Concierge),NON-EXECUTIVE
12594,44,Single,Female,,Melaka,"Professionals, Sales/Marketing/Public Relations/Corporate Comm Exec/Publicity Agent/Sales Representa",EXECUTIVE AND ABOVE
13144,43,Single,Male,No Formal Education / Unknown,Pulau Pinang,"Associate Professionals, Administrative/Specialized - Others",OTHERS
13435,42,Married,Female,College/ University,Selangor Darul Ehsan,"Professionals, Administration/Policy Analyst/Market/Business Research/Admin Exec/Registrar College/U",EXECUTIVE AND ABOVE
13501,42,Married,Female,,Johor Darul Takzim,"Sales Workers, Others - Fashion & Sales Demonstrators/Telemarketer/Rollerboy/Door to Door Salesperso",OTHERS
14058,41,Married,Male,No Formal Education / Unknown,Kelantan Darul Naim,"Managers, Hospitality/Retail/Other Services/Concierge/Reservation/Reception/Housekeeping/Food & Beve",OTHERS
14086,41,Single,Male,Secondary,Pulau Pinang,Elementary - Cleaners/Helpers/Laundress/Housekeeper/Chambermaid/Porter/Hotel Bellman/Washer/Tea Lady,NON-EXECUTIVE
14189,41,Single,Male,Secondary,WP - Kuala Lumpur,"Managers, Managing Directors/Chief Executives/ Chairman/President/Director Enterprise/Organization",CEO/DIRECTOR
14514,40,Single,Male,No Formal Education / Unknown,Pulau Pinang,"Associate Professionals/Technician/Asst/Supervisor/Executive, Science/Engineering - Physical/Enginee",EXECUTIVE AND ABOVE
14795,39,Single,Male,No Formal Education / Unknown,Melaka,"Elementary, Transport/Storage, Hand/Pedal Vehicle - Taxi/Trishaw/Bus/Car/Van/Lorry Drivers",OTHERS
