BANK_ID,MOBILE,TABLET,samsung,OPPO,HUAWEI,SONY,XIAOMI,LENOVO,ASUS,VIVO,ANDROID,IPHONE_IOS11
10422,1,0,0,0,0,0,0,0,0,1,1,0
10426,1,0,0,0,0,0,0,0,0,0,1,0
10427,1,0,0,0,0,0,0,0,0,0,0,0
10428,1,0,0,0,0,0,1,0,0,0,1,0
10432,0,0,0,0,0,0,0,0,0,0,0,0
10441,0,0,0,0,0,0,0,0,0,0,0,0
10446,0,0,0,0,0,0,0,0,0,0,0,0
10447,1,1,0,0,0,0,0,0,0,0,0,0
10449,1,0,1,0,0,0,0,0,0,0,1,0
10450,0,0,0,0,0,0,0,0,0,0,0,0
10456,1,0,0,0,0,0,0,0,0,0,0,0
10458,0,0,0,0,0,0,0,0,0,0,0,0
10459,1,0,1,0,1,0,0,0,0,0,1,0
10462,1,0,0,0,0,0,0,0,0,0,0,1
10463,1,0,1,0,1,0,0,0,0,1,1,0
10464,0,0,0,0,0,0,0,0,0,0,0,0
10465,0,0,0,0,0,0,0,0,0,0,0,0
10468,1,1,1,1,0,0,0,1,0,0,1,0
10469,0,0,0,0,0,0,0,0,0,0,0,0
10470,1,0,0,0,0,0,0,0,0,0,1,0
10471,1,1,1,0,0,0,0,0,0,0,1,0
10472,1,1,1,0,0,0,0,0,0,0,1,0
10474,0,0,0,0,0,0,0,0,0,0,0,0
10475,0,0,0,0,0,0,0,0,0,0,1,0
10476,0,0,0,0,0,0,0,0,0,0,0,0
10481,1,0,0,0,1,0,0,0,0,0,1,0
10483,1,1,1,0,0,0,0,0,0,0,1,0
10485,0,0,0,0,0,0,0,0,0,0,0,0
10487,1,0,1,0,0,0,0,0,0,0,1,0
10490,1,0,1,0,0,0,0,0,0,0,1,0
10491,0,0,0,0,0,0,0,0,0,0,1,0
10492,1,0,1,0,0,0,0,0,0,0,1,0
10495,0,0,1,0,0,0,0,0,0,0,1,0
10496,1,0,0,0,0,0,1,0,0,0,1,0
10498,1,0,1,0,0,0,0,1,0,0,1,0
10500,0,0,0,0,0,0,0,0,0,0,0,0
10503,1,1,1,0,0,0,0,0,0,0,1,0
10505,1,0,1,0,0,0,0,0,0,0,1,0
10512,1,0,0,0,0,0,0,0,0,1,1,0
10513,1,0,0,0,0,0,0,0,0,0,1,0
10514,0,0,0,0,0,0,0,0,0,0,0,0
10515,1,0,1,0,0,0,0,0,0,0,1,0
10516,1,0,1,0,0,0,0,0,0,1,1,0
10521,0,0,1,0,0,0,0,0,0,0,1,0
10522,1,0,0,0,0,0,0,0,0,0,0,1
10523,1,0,1,0,0,0,0,0,0,0,1,0
10525,1,0,1,0,0,0,0,0,0,0,1,0
10529,1,0,0,0,0,0,0,0,1,0,1,0
10530,1,0,0,0,1,0,0,0,0,0,1,0
10531,1,0,1,0,0,0,0,0,0,0,1,1
10533,0,0,0,0,0,0,0,0,0,0,0,0
10534,1,0,0,0,0,0,0,0,0,0,0,1
10539,1,0,0,1,0,0,0,0,0,0,1,0
10541,0,0,0,0,0,0,0,0,0,0,0,0
10542,1,0,1,0,0,0,0,0,0,0,1,0
10546,1,1,1,0,1,0,0,0,0,0,1,0
10547,1,1,0,0,0,0,0,0,0,0,0,0
10548,1,0,0,0,0,0,0,0,0,0,1,0
10550,0,0,0,0,0,0,0,0,0,0,1,0
10557,1,0,0,0,0,0,0,0,1,0,1,0
10559,1,0,1,0,0,0,0,0,0,0,1,0
10560,1,0,1,0,0,0,0,0,0,0,1,0
10561,1,0,0,0,0,0,0,0,0,0,0,1
10562,0,0,0,0,0,0,0,0,0,0,1,0
10563,0,0,0,0,0,0,0,0,0,0,0,0
10564,1,0,0,0,1,0,0,0,0,0,1,0
10566,1,0,0,0,0,0,0,0,0,0,0,0
10567,1,0,0,0,0,0,0,0,0,0,1,0
10569,0,0,0,0,0,0,0,0,0,0,0,0
10571,0,0,0,0,0,0,0,0,0,0,0,0
10573,1,0,0,0,1,0,0,0,0,0,1,0
10574,1,1,1,0,0,0,0,0,0,0,1,0
10575,0,0,0,0,0,0,0,0,0,0,0,0
10577,1,0,0,0,0,0,0,0,0,0,1,0
10580,1,0,1,0,0,0,0,0,0,0,1,0
10581,1,1,0,0,0,0,0,0,0,0,0,1
10585,1,0,1,0,0,0,0,0,1,0,1,0
10592,0,0,0,0,0,0,0,0,0,0,0,0
10593,0,0,0,0,0,0,0,0,0,0,0,0
10596,1,0,1,0,0,0,0,0,0,1,1,0
10599,0,0,0,0,0,0,0,0,0,0,0,0
10600,0,0,0,0,0,0,0,0,0,0,0,0
10601,0,0,0,0,0,0,0,0,0,0,1,0
10602,1,0,1,0,0,0,0,0,0,0,1,0
10606,1,0,0,0,0,0,0,0,0,0,0,1
10607,1,0,1,0,0,0,0,0,0,0,1,0
10609,0,0,0,0,0,0,0,0,0,0,0,0
10618,1,1,0,0,0,0,0,0,0,0,0,0
10619,1,0,0,0,0,0,0,0,0,1,1,0
10620,0,0,0,0,0,0,0,0,0,0,1,0
10621,1,0,1,0,0,0,0,0,0,0,1,0
10623,1,0,1,0,0,0,0,0,0,0,1,0
10624,1,1,0,0,0,0,0,0,0,0,1,0
10626,0,0,0,0,0,0,0,0,0,0,0,0
10627,1,0,0,0,0,0,0,0,0,0,1,0
10631,1,0,1,0,0,0,0,0,0,0,1,0
10637,1,0,0,0,0,0,0,0,0,0,1,0
10640,1,0,0,0,1,0,0,0,0,0,1,0
10644,1,1,1,0,0,0,0,0,0,0,1,0
10651,1,0,0,0,0,0,0,0,0,0,0,1
10654,0,0,0,0,0,0,0,0,0,0,0,0
10662,1,0,0,0,0,0,0,0,1,0,1,0
10667,1,0,1,0,0,0,0,0,0,0,1,0
10668,1,0,0,0,0,0,0,0,0,0,0,1
10671,1,1,1,0,0,0,0,0,0,0,1,0
10672,1,0,0,0,1,0,1,0,0,0,1,0
10673,0,0,0,0,0,0,0,0,0,0,0,0
10675,0,0,0,0,0,0,0,0,0,0,0,0
10677,0,0,0,0,0,0,0,0,0,0,0,0
10678,0,0,0,0,0,0,0,0,0,0,0,0
10679,1,0,1,0,0,0,0,0,0,0,1,0
10680,1,0,1,0,0,0,0,0,0,0,1,0
10681,1,0,1,0,0,0,0,0,0,0,1,0
10682,1,0,0,0,0,0,0,1,0,0,1,0
10685,0,0,0,0,0,0,0,0,0,0,0,0
10686,1,0,0,0,1,0,0,0,0,0,1,0
10687,1,0,0,0,0,0,0,0,0,0,0,0
10688,1,0,0,0,0,0,0,0,0,0,0,1
10696,0,0,0,0,0,0,0,0,0,0,0,0
10697,1,0,0,0,0,0,0,0,0,1,1,0
10699,1,0,1,0,0,0,0,0,0,0,1,0
10701,0,0,0,0,0,0,0,0,0,0,1,0
10702,1,0,0,0,0,0,0,0,1,0,1,0
10704,1,0,1,0,0,0,0,0,0,0,1,0
10705,0,0,0,0,0,0,0,0,0,0,1,0
10709,1,1,1,1,0,0,0,0,0,0,1,0
10715,0,0,0,0,0,0,0,0,0,0,1,0
10721,0,0,1,0,0,0,0,0,0,0,1,0
10722,0,0,0,0,0,0,0,0,0,0,1,0
10724,1,0,1,0,0,0,0,0,0,0,1,0
10725,1,0,1,0,0,0,0,0,0,0,1,1
10728,1,0,1,0,0,0,0,0,0,0,1,0
10729,0,1,1,0,0,0,0,0,0,0,1,0
10730,1,0,0,0,0,0,0,0,0,0,0,1
10734,0,1,0,0,0,0,0,0,0,0,0,0
10736,1,0,1,0,0,0,0,0,0,0,1,0
10738,1,0,1,0,0,0,0,0,0,0,1,0
10740,1,0,0,0,0,0,0,0,0,0,0,0
10742,1,0,1,0,0,0,0,0,0,0,1,0
10743,0,0,0,0,0,0,0,0,0,0,0,0
10747,1,0,0,0,0,0,0,0,0,0,0,1
10750,1,1,0,0,0,0,0,0,0,0,0,1
10751,1,1,0,0,0,0,0,0,0,0,1,0
10755,1,0,1,0,0,0,0,0,0,0,1,0
10757,1,0,0,1,0,0,0,0,0,0,1,0
10759,1,0,0,0,0,0,0,0,0,0,1,0
10760,0,0,0,0,0,0,0,0,0,0,0,0
10762,1,0,0,0,0,0,0,0,0,0,0,1
10763,1,0,0,0,0,0,0,0,0,0,0,1
10765,0,0,0,0,0,0,0,0,0,0,0,0
10766,1,0,0,0,0,0,0,0,0,0,0,0
10769,1,0,1,0,0,0,1,0,0,0,1,0
10773,1,0,1,0,0,0,0,0,0,0,1,0
10774,1,0,0,0,0,0,0,0,0,1,1,0
10777,1,0,0,0,0,0,0,0,1,0,1,0
10780,1,0,0,0,0,0,0,0,1,0,1,0
10782,1,0,1,0,0,0,0,0,0,0,1,0
10784,1,0,1,0,0,0,0,0,0,0,1,1
10785,0,0,0,0,0,0,0,0,0,0,0,0
10787,0,0,0,0,0,0,0,0,0,0,0,0
10788,0,0,0,0,0,0,0,0,0,0,0,0
10790,1,0,0,0,0,0,0,0,0,0,0,0
10793,1,0,1,0,0,0,0,0,0,0,1,0
10794,0,0,0,0,0,0,0,0,0,0,0,0
10795,1,0,1,0,0,0,0,0,0,0,1,0
10799,1,0,0,0,0,0,0,0,1,0,1,0
10800,0,0,0,0,0,0,0,0,0,0,0,0
10801,0,0,0,0,0,0,0,0,0,0,1,0
10803,1,0,1,0,0,0,0,0,0,0,1,0
10814,1,0,1,0,0,0,0,0,1,0,1,0
10821,1,0,1,0,0,0,0,0,0,0,1,0
10822,1,1,1,0,0,0,0,0,0,0,1,0
10825,0,0,1,0,0,0,0,0,0,0,1,0
10827,1,0,1,0,0,0,0,0,0,0,1,0
10828,1,0,0,0,0,0,1,0,0,0,1,0
10833,1,0,1,0,0,0,0,0,0,0,1,0
10835,1,0,1,0,0,0,0,0,0,0,1,0
10837,1,1,0,0,0,0,0,0,0,0,0,0
10839,0,0,0,0,0,0,0,0,0,0,0,0
10841,0,0,0,0,0,0,0,0,0,0,0,0
10846,1,0,1,0,0,0,0,0,0,0,1,0
10847,0,0,0,0,0,0,0,0,0,0,0,0
10851,1,0,1,0,0,0,1,0,0,0,1,1
10852,1,0,1,0,0,0,0,0,0,0,1,0
10854,1,0,0,0,0,0,0,0,0,0,0,1
10856,1,0,0,0,0,0,0,0,0,0,0,0
10858,1,0,0,0,1,0,0,0,0,0,1,0
10860,1,0,0,0,0,0,0,0,0,0,1,0
10861,1,0,0,0,0,0,0,0,0,1,1,0
10862,1,0,1,0,0,0,0,0,0,0,1,0
10863,1,0,0,0,0,0,0,0,0,0,1,0
10864,0,0,0,0,0,0,0,0,0,0,0,0
10870,0,0,0,0,0,0,0,0,0,0,0,0
10871,1,0,0,0,0,0,0,0,0,0,0,0
10874,0,0,1,0,0,0,0,0,0,0,1,0
10879,1,0,0,0,1,0,0,0,0,0,1,0
10880,1,0,0,0,0,0,0,0,0,0,1,0
10882,0,0,1,0,0,0,0,0,0,0,1,0
10883,1,0,1,0,0,0,0,0,0,1,1,0
10884,0,0,0,0,0,0,0,0,0,0,0,0
10886,0,0,0,0,0,0,0,0,0,0,0,0
10888,0,0,0,0,0,0,0,0,0,0,1,0
10892,1,0,0,0,0,0,0,0,0,1,1,0
10895,0,0,0,0,0,0,0,0,0,0,0,0
10897,0,0,0,0,0,0,0,0,0,0,0,0
10899,0,0,0,0,0,0,0,0,0,0,0,0
10900,1,0,0,0,0,0,0,0,0,0,0,0
10901,1,0,0,0,1,0,0,0,0,0,1,0
10902,1,1,0,0,0,0,0,0,1,0,1,0
10904,1,0,1,0,0,0,0,0,0,0,1,0
10905,1,0,0,0,0,0,0,0,0,0,1,0
10906,0,0,0,0,0,0,0,0,0,0,0,0
10907,0,0,0,0,0,0,0,0,0,0,0,0
10909,1,0,0,0,1,0,0,0,0,0,1,0
10910,1,0,0,0,0,0,0,0,0,0,1,0
10911,0,0,0,0,0,0,0,0,0,0,0,0
10912,1,0,0,0,1,0,0,0,0,0,1,0
10913,1,0,0,1,0,0,1,0,0,0,1,0
10914,1,0,0,0,1,0,0,0,0,0,1,0
10915,1,0,0,0,0,0,0,0,0,0,0,1
10916,1,0,1,0,0,0,0,0,0,0,1,0
10917,0,0,0,0,0,0,0,0,0,0,0,0
10918,1,0,0,0,0,0,0,0,1,0,1,0
10919,1,0,0,0,0,0,0,0,0,0,0,0
10921,1,0,0,0,0,0,0,0,0,0,1,0
10926,0,0,0,0,0,0,0,0,0,0,0,0
10927,0,0,0,0,0,0,0,0,0,0,0,0
10928,0,0,0,0,0,0,0,0,0,0,0,0
10929,0,0,0,0,0,0,0,0,0,0,0,0
10931,1,1,0,0,0,0,0,0,0,0,1,0
10933,1,0,1,0,1,0,0,0,0,0,1,0
10934,1,0,0,0,0,0,0,0,0,0,0,0
10935,1,0,1,0,0,0,0,0,0,0,1,0
10936,0,0,0,0,0,0,0,0,0,0,1,0
10937,1,0,1,0,0,0,0,0,0,0,1,0
10938,1,1,1,0,0,0,0,0,0,0,1,1
10943,0,0,0,0,0,0,0,0,0,0,0,0
10945,1,1,1,0,1,0,0,0,0,0,1,0
10946,1,0,0,0,0,0,0,0,0,1,1,0
10949,0,0,0,0,0,0,0,0,0,0,0,0
10951,0,0,0,0,0,0,0,0,0,0,1,0
10954,0,0,0,0,0,0,0,0,0,0,0,0
10959,1,0,1,0,0,0,0,0,0,0,1,0
10960,1,0,0,0,0,0,0,0,0,0,0,1
10961,0,0,0,0,0,0,0,0,0,0,0,0
10963,1,0,1,0,0,0,0,0,0,1,1,0
10964,1,0,1,0,0,0,0,0,0,0,1,0
10965,1,0,1,0,0,0,0,0,0,0,1,0
10966,1,0,1,0,0,0,0,0,0,0,1,0
10968,1,0,1,0,0,0,0,0,0,0,1,0
10971,1,0,0,0,0,0,0,0,0,0,0,1
10972,1,0,0,0,0,0,0,0,1,0,1,0
10973,0,0,1,0,0,0,0,0,0,0,1,0
10974,0,0,0,0,0,0,0,0,0,0,0,0
10975,0,0,0,0,0,0,0,0,0,0,0,0
10976,1,0,0,0,0,0,0,0,1,0,1,0
10978,1,0,0,0,0,0,0,0,0,0,1,0
10979,1,0,0,0,0,0,0,0,0,1,1,0
10981,0,0,0,0,0,0,0,0,0,0,1,0
10983,1,0,0,0,0,0,0,0,0,1,1,0
10985,1,0,0,1,0,0,0,0,0,0,1,0
10988,1,0,1,0,0,0,0,0,0,0,1,0
10989,0,0,0,0,0,0,0,0,0,0,0,0
10995,1,0,0,0,1,0,0,1,1,0,1,0
10996,0,0,1,0,0,0,0,0,0,0,1,0
10999,0,0,1,0,0,0,0,0,0,0,1,0
11004,1,0,0,0,0,0,0,0,0,1,1,0
11005,0,0,0,0,0,0,0,0,0,0,0,0
11008,1,0,0,0,0,0,0,1,0,0,1,0
11011,1,0,1,0,0,0,0,0,0,0,1,0
11013,1,1,1,0,0,0,0,0,1,0,1,0
11019,1,0,1,0,0,0,0,0,0,0,1,0
11020,1,0,0,0,0,0,0,0,0,0,1,0
11021,0,0,0,0,0,0,0,0,0,0,0,0
11025,0,0,0,0,0,0,0,0,0,0,0,0
11027,0,0,1,0,0,0,0,0,0,0,1,0
11028,1,0,0,1,0,0,0,0,1,0,1,0
11030,1,0,0,0,0,0,0,0,0,0,0,0
11032,1,0,0,0,0,0,0,0,0,0,1,0
11035,0,0,0,0,0,0,0,0,0,0,0,0
11036,0,0,0,0,0,0,0,0,0,0,0,0
11038,1,0,0,0,1,0,0,0,0,0,1,0
11040,0,0,0,0,0,0,0,0,0,0,1,0
11043,1,0,1,0,0,0,1,0,1,0,1,0
11044,1,0,0,0,0,0,1,0,0,0,1,0
11045,0,0,0,0,0,0,0,0,0,0,0,0
11046,1,0,0,0,0,0,0,0,0,0,0,1
11047,1,0,0,0,1,0,0,0,0,0,1,0
11050,1,0,0,0,1,0,0,0,0,0,1,0
11051,0,0,0,0,0,0,0,0,0,0,1,0
11052,1,0,1,0,0,0,0,0,0,0,1,0
11054,0,0,0,0,0,0,0,0,0,0,0,0
11055,0,0,0,0,0,0,0,0,0,0,1,0
11058,1,0,0,1,0,0,0,0,0,0,1,0
11059,0,0,0,0,0,0,0,0,0,0,0,0
11061,1,0,0,0,0,0,0,0,0,0,0,1
11062,0,0,0,0,0,0,0,0,0,0,1,0
11063,1,0,0,0,1,0,0,1,0,0,1,0
11068,0,0,1,0,0,0,0,0,0,0,0,0
11069,1,0,0,0,0,0,0,0,0,0,0,1
11070,0,0,0,0,0,0,0,0,0,0,0,0
11072,1,0,1,0,0,0,0,0,0,0,1,0
11076,0,0,0,0,0,0,0,0,0,0,0,0
11080,1,0,0,0,0,0,0,0,0,0,0,0
11082,0,0,0,0,0,0,0,0,0,0,0,0
11084,0,0,0,0,0,0,0,0,0,0,1,0
11090,1,0,1,0,0,0,0,1,0,0,1,0
11092,1,0,0,0,0,0,1,0,0,0,1,0
11093,1,0,0,0,0,0,0,0,0,0,1,0
11094,1,0,0,0,1,0,0,0,0,0,1,0
11095,0,0,0,0,0,0,0,0,0,0,1,0
11097,0,0,0,0,0,0,0,0,0,0,0,0
11099,0,0,0,0,0,0,0,0,0,0,1,0
11100,1,0,0,0,0,0,0,0,1,0,1,0
11101,0,0,0,0,0,0,0,0,0,0,1,0
11102,1,0,1,0,0,0,1,0,1,0,1,0
11105,0,0,0,0,0,0,0,0,0,0,0,0
11107,0,0,0,0,0,0,0,0,0,0,0,0
11108,1,0,1,0,0,0,0,0,0,0,1,0
11110,0,0,0,0,0,0,0,0,0,0,0,0
11112,1,0,0,0,0,0,0,0,0,0,1,0
11113,1,0,0,0,1,0,0,0,0,0,1,0
11114,0,0,1,0,0,0,0,0,0,0,1,0
11122,1,0,1,0,0,0,0,0,0,0,1,0
11123,1,0,0,0,0,0,0,0,0,1,1,0
11127,0,0,1,0,0,0,0,0,0,0,1,0
11128,1,0,1,0,0,0,0,1,0,0,1,0
11129,1,1,0,0,0,0,1,0,0,0,1,0
11133,1,0,1,0,0,0,0,0,0,0,1,1
11137,1,0,0,0,0,0,0,0,0,0,0,0
11138,1,0,1,0,0,0,0,0,0,0,1,0
11142,1,0,1,0,0,0,0,0,0,0,1,0
11145,0,0,0,0,0,0,0,0,0,0,0,0
11146,1,0,0,0,0,0,0,0,0,1,1,0
11152,0,0,1,0,0,0,0,0,0,0,1,0
11153,1,0,1,0,0,0,0,0,0,0,1,0
11154,0,1,0,0,0,0,0,0,0,0,0,0
11156,1,1,0,0,0,0,0,0,0,0,0,0
11158,0,0,0,0,0,0,0,0,0,0,0,0
11159,0,0,0,0,0,0,0,0,0,0,0,0
11163,1,0,0,0,0,0,0,0,0,0,0,0
11167,1,0,0,0,0,0,0,0,0,0,0,0
11170,0,0,0,0,0,0,0,0,0,0,0,0
11172,0,0,0,0,0,0,0,0,0,0,1,0
11173,0,0,0,0,0,0,0,0,0,0,0,0
11174,1,1,1,0,0,0,0,0,0,0,1,1
11175,1,0,0,0,0,0,0,1,0,1,1,0
11178,0,0,0,0,0,0,0,0,0,0,1,0
