BANK_ID,MOBILE,TABLET,samsung,OPPO,HUAWEI,SONY,XIAOMI,LENOVO,ASUS,VIVO,ANDROID,IPHONE_IOS11
12925,1,0,0,0,0,0,0,0,0,1,1,0
12926,1,0,1,0,0,0,0,0,0,0,1,0
12927,1,0,1,0,0,0,0,0,0,0,1,0
12929,1,0,0,0,0,0,0,0,0,0,1,0
12931,1,0,1,0,0,0,0,0,0,0,1,0
12932,1,0,0,0,0,0,0,0,0,0,0,0
12934,0,0,0,0,0,0,0,0,0,0,0,0
12935,1,1,1,0,0,0,0,0,0,0,1,0
12936,1,0,0,0,0,0,0,0,0,0,0,1
12938,0,0,0,0,0,0,0,0,0,0,0,0
12940,1,0,0,0,0,0,0,0,0,0,1,0
12941,1,0,1,0,0,0,0,0,0,0,1,0
12943,1,1,0,0,1,0,0,0,0,0,1,0
12946,1,0,1,0,0,0,0,0,0,1,1,0
12947,1,0,0,0,0,0,0,0,0,0,1,0
12953,1,0,0,0,0,0,0,0,0,0,1,0
12957,1,0,0,1,0,0,0,0,0,0,1,0
12958,1,0,1,0,0,0,0,0,0,0,1,0
12959,0,0,0,0,0,0,0,0,0,0,0,0
12960,1,0,1,0,0,0,0,0,0,0,1,0
12962,0,0,1,0,0,0,0,0,0,0,1,0
12964,1,0,0,0,0,0,0,0,0,0,0,1
12965,1,0,1,0,0,0,0,0,0,0,1,0
12967,1,0,0,0,0,0,0,0,0,0,1,0
12968,1,0,1,0,0,0,0,0,0,0,1,0
12974,1,0,1,0,0,0,0,0,0,0,1,0
12978,1,0,0,0,0,0,1,0,0,0,1,0
12979,1,0,1,0,0,0,0,0,0,0,1,0
12981,1,0,1,0,0,0,0,0,0,0,1,0
12982,1,0,1,0,0,0,0,0,0,0,1,0
12984,1,0,0,0,0,0,0,0,0,0,0,0
12991,1,0,0,0,0,0,0,0,0,0,1,0
12993,1,0,1,0,0,0,1,0,0,0,1,0
12994,1,0,1,0,0,0,0,0,0,0,1,0
12995,0,0,0,0,0,0,0,0,0,0,0,0
12996,1,0,1,0,0,0,0,0,0,1,1,0
12998,1,0,1,0,0,0,0,0,0,0,1,1
12999,1,1,0,0,0,0,0,0,0,0,0,0
13003,1,0,0,0,0,0,0,0,0,0,0,0
13004,1,0,1,0,0,0,0,0,0,0,1,0
13006,1,0,1,0,0,0,0,0,0,0,1,0
13007,1,0,1,0,0,0,0,0,0,0,1,0
13009,1,0,1,0,0,0,0,0,0,0,1,0
13011,1,0,1,0,0,0,0,0,0,0,1,0
13014,0,0,0,0,0,0,0,0,0,0,0,0
13015,1,0,0,0,0,0,0,0,0,0,1,0
13016,1,0,0,0,0,0,0,0,0,0,1,0
13018,1,0,0,0,0,0,0,0,0,0,0,0
13019,1,0,1,0,0,0,0,0,0,0,1,0
13022,0,0,0,0,0,0,0,0,0,0,0,0
13023,0,0,0,0,0,0,0,0,0,0,0,0
13024,1,0,1,0,0,0,0,0,0,0,1,0
13026,1,0,0,0,0,0,1,0,0,0,1,0
13028,1,0,1,0,0,0,0,0,0,0,1,0
13030,1,0,0,0,0,0,1,0,0,0,1,0
13031,0,0,1,0,0,0,0,0,0,0,1,0
13032,1,0,1,0,0,0,0,0,0,0,1,0
13036,1,0,0,0,0,0,0,0,0,0,1,0
13039,1,0,0,1,0,0,0,0,0,0,1,0
13041,1,0,1,0,0,0,0,0,0,0,1,0
13042,1,0,1,0,0,0,0,0,0,0,1,0
13043,1,0,1,0,0,0,0,0,0,0,1,0
13044,1,0,0,0,0,0,0,0,0,0,1,0
13045,1,0,1,0,0,0,0,0,0,0,1,1
13046,1,0,1,0,0,0,0,0,0,0,1,0
13047,1,0,0,0,0,0,0,0,0,0,0,0
13048,1,0,0,0,0,0,0,0,0,0,1,0
13049,1,0,0,0,0,0,0,0,0,0,0,1
13051,1,0,0,0,0,0,0,0,0,0,0,0
13052,0,0,0,0,0,0,0,0,0,0,1,0
13055,1,1,0,0,0,0,0,0,0,0,0,0
13056,1,0,0,0,0,0,0,1,0,0,1,0
13058,1,0,1,0,0,0,0,0,0,0,1,0
13060,1,0,1,0,0,0,0,0,0,0,1,0
13062,0,0,0,0,0,0,0,0,0,0,0,0
13063,1,0,0,0,0,0,0,0,0,0,1,0
13064,1,0,1,0,0,0,0,0,0,0,1,0
13065,0,0,0,0,0,0,0,0,0,0,0,0
13067,0,0,1,0,0,0,0,0,0,0,1,0
13068,1,0,1,0,0,0,0,0,0,0,1,0
13070,1,0,1,0,0,0,0,0,0,0,1,0
13072,1,1,0,0,0,0,0,0,0,0,0,1
13075,1,0,0,0,0,0,0,0,0,0,0,0
13076,0,0,1,0,0,0,0,0,0,0,1,0
13081,1,0,0,1,0,0,0,0,0,0,1,0
13083,1,0,0,0,0,0,0,0,0,0,0,0
13084,1,0,0,0,0,0,0,0,0,1,1,0
13086,1,0,1,0,0,0,0,0,0,0,1,0
13087,0,0,1,0,0,0,0,0,0,0,1,0
13088,1,0,1,0,0,0,0,0,0,0,1,0
13091,1,0,1,0,0,0,0,0,0,0,1,0
13092,1,0,0,0,1,0,0,0,0,0,1,0
13093,0,0,0,0,0,0,0,0,0,0,0,0
13094,1,1,0,0,0,0,0,0,0,0,0,0
13095,0,0,0,0,0,0,0,0,0,0,1,0
13096,1,0,1,0,1,0,0,0,0,0,1,0
13098,1,0,1,0,0,0,0,0,0,0,1,0
13099,0,0,0,0,0,0,0,0,0,0,0,0
13100,1,1,0,0,0,0,0,0,0,0,1,0
13101,1,0,0,0,1,0,0,0,0,0,1,0
13102,1,0,0,0,0,0,0,0,1,0,1,0
13104,0,0,0,0,0,0,0,0,0,0,0,0
13107,1,0,0,0,0,0,0,0,0,0,1,0
13108,0,0,0,0,0,0,0,0,0,0,0,0
13109,1,0,0,0,1,0,0,0,0,1,1,0
13111,1,0,0,1,0,0,0,0,0,0,1,0
13116,0,0,0,0,0,0,0,0,0,0,0,0
13117,0,0,0,0,0,0,0,0,0,0,1,0
13119,1,1,0,0,0,0,0,0,0,0,0,0
13120,1,1,0,0,0,0,0,0,0,1,1,0
13122,0,0,0,0,0,0,0,0,0,0,0,0
13125,1,0,0,0,0,0,0,0,0,0,1,0
13128,1,0,0,0,0,0,0,1,1,1,1,0
13129,1,0,1,0,0,0,0,0,0,0,1,0
13130,1,0,0,0,0,0,0,0,0,0,0,0
13132,1,0,1,0,0,0,0,0,0,0,1,0
13133,0,0,0,0,0,0,0,0,0,0,0,0
13134,0,0,0,1,0,0,0,0,1,0,1,0
13136,1,0,1,0,0,0,0,0,0,0,1,0
13138,1,0,0,0,1,0,0,0,0,0,1,0
13139,1,0,0,0,0,0,0,0,1,0,1,0
13140,1,0,1,0,0,0,0,0,0,0,1,0
13141,1,0,1,0,0,0,0,0,0,0,1,0
13142,1,0,0,0,0,0,0,0,0,0,1,0
13143,0,0,0,0,0,0,0,0,0,0,0,0
13144,1,0,0,0,1,0,0,0,0,0,1,0
13147,1,0,0,0,0,0,0,0,0,0,0,0
13148,0,0,0,0,0,0,0,0,0,0,0,0
13150,1,1,0,0,1,0,0,0,0,0,1,0
13152,0,1,0,0,0,0,0,0,0,0,1,0
13156,1,0,0,0,0,0,0,0,0,0,1,0
13158,0,0,0,0,0,0,0,0,0,0,0,0
13159,0,0,1,0,0,0,0,0,0,0,1,0
13162,0,0,0,0,0,0,0,0,0,0,1,0
13166,1,0,0,0,0,0,1,0,0,0,1,0
13167,1,1,0,0,0,0,0,0,0,0,0,0
13168,0,0,1,0,0,0,0,0,0,0,1,0
13169,0,0,0,0,0,0,0,0,0,0,0,0
13170,0,0,0,0,0,0,0,0,0,0,0,0
13171,0,0,0,0,0,0,0,0,0,0,0,0
13172,1,0,1,0,0,0,0,0,0,0,1,0
13174,1,0,0,0,0,0,0,0,0,1,1,0
13177,0,0,0,0,0,0,0,0,0,0,0,0
13179,1,0,1,0,0,0,0,0,0,0,1,0
13180,1,0,0,0,0,0,0,0,0,0,1,0
13181,1,0,0,0,0,0,0,0,0,0,0,0
13183,0,0,0,0,0,0,0,0,0,0,0,0
13184,0,0,0,0,0,0,0,0,0,0,0,0
13185,1,0,1,0,0,0,0,0,0,0,1,0
13186,1,0,0,0,0,0,0,0,0,0,1,0
13189,1,0,1,0,0,0,0,0,0,0,1,0
13190,1,0,0,0,0,0,0,0,0,0,1,0
13191,1,0,1,0,0,0,0,0,0,0,1,0
13193,0,1,1,0,0,0,0,0,0,0,1,0
13194,1,1,1,0,0,0,0,0,0,0,1,0
13195,1,0,0,0,0,0,0,0,0,0,0,0
13197,1,1,1,1,0,0,0,0,0,0,1,0
13198,1,0,0,0,0,0,0,0,0,1,1,0
13202,1,0,0,0,0,0,0,0,1,0,1,0
13203,0,0,0,0,0,0,0,0,0,0,1,0
13204,0,0,0,0,0,0,0,0,0,0,0,0
13206,1,0,0,0,0,0,0,0,0,1,1,0
13210,1,0,0,0,0,0,0,0,0,0,1,0
13212,1,0,0,0,0,0,0,0,0,0,0,1
13213,1,0,0,0,0,0,1,0,0,0,1,0
13214,1,0,0,0,0,0,0,0,0,0,1,0
13215,1,0,1,0,0,0,0,0,0,0,1,0
13217,0,0,0,0,0,0,0,0,0,0,0,0
13218,0,0,1,0,0,0,0,0,0,0,1,0
13219,1,1,1,0,0,0,0,0,0,0,1,0
13221,0,0,0,0,0,0,0,0,0,0,1,0
13222,1,0,1,0,0,0,1,0,0,0,1,0
13226,1,0,1,0,0,0,0,0,0,0,1,0
13230,1,0,0,1,0,0,1,0,0,0,1,0
13232,1,0,0,0,0,0,0,0,0,0,1,1
13233,1,0,1,1,0,0,0,0,0,0,1,0
13234,0,0,0,0,0,0,0,0,0,0,0,0
13235,0,0,1,0,0,0,0,0,0,0,1,0
13236,1,0,0,0,0,0,0,0,0,0,1,0
13238,1,0,1,0,0,0,0,0,0,0,1,0
13239,1,0,0,0,1,0,0,0,0,0,1,0
13240,0,0,0,0,0,0,0,0,0,0,0,0
13241,1,0,0,0,0,0,0,0,0,0,0,1
13243,1,0,0,0,0,0,0,0,0,0,1,0
13244,0,0,1,0,0,0,0,0,0,0,1,0
13248,1,0,1,0,1,0,0,0,0,0,1,0
13249,0,0,0,0,0,0,0,0,0,0,0,0
13250,0,0,0,0,0,0,0,0,0,0,0,0
13251,1,0,1,0,0,0,0,0,0,0,1,0
13253,1,0,1,0,0,0,0,0,0,0,1,0
13254,0,0,0,0,0,0,0,0,0,0,0,0
13257,1,0,1,0,0,0,0,0,0,0,1,0
13258,1,0,0,0,0,0,0,0,1,0,1,0
13259,1,1,0,0,0,0,0,0,0,0,1,0
13261,0,0,1,0,0,0,0,0,0,0,1,0
13263,1,0,0,0,0,0,0,0,0,1,1,0
13265,0,0,0,0,0,0,0,0,0,0,0,0
13266,1,0,0,0,0,0,0,0,0,0,0,0
13267,0,0,0,0,0,0,0,0,0,0,0,0
13269,1,0,1,0,0,0,0,0,0,0,1,0
13272,1,0,0,0,1,0,0,0,0,0,1,0
13273,0,0,1,0,0,0,0,0,0,0,1,0
13274,1,0,1,0,0,0,0,0,0,0,1,0
13276,0,0,0,0,0,0,0,0,0,0,0,0
13278,0,0,0,0,0,0,0,0,0,0,1,0
13280,0,0,0,0,0,0,0,0,0,0,0,0
13281,1,0,0,0,1,0,0,0,0,0,1,0
13282,0,0,0,0,0,0,0,0,0,0,0,0
13283,1,0,1,0,0,0,0,0,0,0,1,0
13284,0,0,0,0,0,0,0,0,0,0,0,0
13285,0,0,0,0,0,0,0,0,0,0,0,0
13288,1,0,0,0,0,0,0,0,0,0,0,1
13289,1,0,0,0,0,0,1,0,0,0,1,0
13290,1,1,0,0,1,0,0,0,0,0,1,0
13291,1,0,0,0,0,0,0,0,0,0,1,0
13293,0,0,0,0,0,0,0,0,0,0,0,0
13294,1,0,1,0,0,0,0,0,1,0,1,0
13297,1,0,1,0,0,0,0,0,0,0,1,0
13298,1,0,1,0,0,0,0,0,0,0,1,0
13299,1,0,1,0,0,0,0,0,0,0,1,0
13300,1,0,1,0,0,0,0,0,0,0,1,0
13301,0,0,0,0,0,0,0,0,0,0,0,0
13302,0,0,0,0,0,0,0,0,0,0,0,0
13303,1,0,0,1,0,0,0,0,0,0,1,0
13305,0,0,0,0,0,0,0,0,0,0,1,0
13307,0,0,0,0,0,0,0,0,0,0,0,0
13308,1,0,1,0,0,0,0,0,0,0,1,0
13309,1,0,1,0,1,0,0,0,0,0,1,0
13310,0,0,1,0,0,0,0,0,0,0,1,0
13312,1,0,1,0,0,0,0,0,0,1,1,1
13315,1,0,0,0,0,0,0,0,0,0,1,0
13316,1,0,0,0,0,0,0,0,0,0,1,0
13317,0,0,0,0,0,0,0,0,0,0,1,0
13319,1,0,1,0,0,0,0,0,0,0,1,0
13320,0,0,0,0,0,0,0,0,0,0,0,0
13321,1,0,0,0,0,0,0,0,0,1,1,0
13322,1,0,0,0,1,0,0,0,0,0,1,0
13323,0,0,0,0,0,0,0,0,0,0,0,0
13324,1,0,0,0,0,0,0,0,0,0,1,0
13325,1,0,1,0,1,0,0,0,0,0,1,0
13329,0,0,1,0,0,0,0,0,0,0,1,0
13331,1,0,1,0,0,0,0,0,0,0,1,0
13332,1,0,1,0,0,0,0,0,0,0,1,0
13333,1,0,0,0,0,0,0,0,0,0,0,0
13334,1,0,0,0,1,0,0,0,0,0,1,0
13335,1,0,0,0,0,0,0,0,0,1,1,0
13336,1,0,0,0,0,0,0,0,0,0,0,1
13338,0,0,0,0,0,0,0,0,0,0,0,0
13339,1,0,0,0,0,0,0,0,1,0,1,0
13340,1,0,1,0,0,0,0,0,0,0,1,0
13341,1,0,1,0,0,0,0,0,0,0,1,0
13342,0,0,0,0,0,0,0,0,0,0,0,0
13343,1,0,1,0,0,0,0,0,0,0,1,0
13344,0,0,0,0,0,0,0,0,0,0,0,0
13345,0,0,0,0,0,0,0,0,0,0,0,0
13347,1,0,1,0,0,0,0,0,0,0,1,0
13350,1,0,0,1,0,0,0,1,0,0,1,0
13351,0,0,0,0,0,0,0,0,0,0,0,0
13354,0,0,0,0,0,0,0,0,0,0,0,0
13355,1,0,0,0,1,0,0,0,0,0,1,0
13357,1,0,0,0,0,0,0,0,1,0,1,0
13358,1,0,0,0,0,0,0,0,0,0,0,1
13361,1,0,0,0,0,0,0,0,0,0,1,0
13362,1,0,0,0,0,0,0,0,0,1,1,0
13364,1,0,0,0,1,0,0,0,0,0,1,0
13365,1,1,1,0,0,0,1,0,0,0,1,0
13366,1,0,0,0,0,0,0,0,0,0,1,0
13367,1,0,1,0,1,0,0,0,0,0,1,0
13370,1,0,0,0,1,0,0,0,0,0,1,0
13372,1,0,0,0,0,0,0,0,0,0,0,0
13375,0,0,0,0,0,0,0,0,0,0,1,0
13376,1,0,1,0,0,0,0,0,0,0,1,0
13378,1,0,1,0,0,0,1,0,0,1,1,0
13379,1,0,1,0,0,0,0,0,0,0,1,0
13381,1,1,1,0,0,0,0,0,0,0,1,0
13382,0,0,0,0,0,0,0,0,0,0,0,0
13383,1,0,0,0,0,0,0,0,0,0,0,1
13384,1,0,0,0,0,0,1,0,0,0,1,0
13385,0,0,0,0,0,0,0,0,0,0,0,0
13386,1,0,0,0,0,0,0,0,1,0,1,0
13387,0,0,1,0,0,0,0,0,0,0,1,0
13388,1,0,1,0,0,0,0,0,0,0,1,0
13390,1,0,0,0,0,0,0,0,0,0,0,0
13394,1,0,1,0,0,0,0,0,0,0,1,0
13396,1,0,0,0,0,0,0,0,0,0,0,0
13397,1,1,0,0,1,0,0,0,0,0,1,0
13398,1,0,1,0,0,0,0,0,0,0,1,0
13399,1,0,1,0,0,0,0,0,0,0,1,0
13400,1,1,0,0,0,0,0,0,0,0,0,1
13402,0,0,0,0,0,0,0,0,0,0,1,0
13404,0,0,1,0,0,0,0,0,0,0,1,0
13405,1,0,1,0,0,0,0,0,0,0,1,0
13406,1,0,1,0,0,0,0,0,0,0,1,0
13407,1,0,1,0,0,0,0,0,0,0,1,0
13408,1,0,1,0,0,0,0,0,0,1,1,0
13410,1,0,0,0,0,0,0,0,1,0,1,0
13411,1,0,0,0,0,0,0,0,0,0,1,0
13416,0,1,0,0,0,0,0,0,0,0,1,0
13419,1,0,0,0,0,0,0,0,0,1,1,0
13421,0,0,0,0,0,0,0,0,0,0,0,0
13422,0,0,0,0,0,0,0,0,0,0,1,0
13427,1,0,1,0,0,0,0,0,0,0,1,0
13428,1,1,0,0,0,0,0,0,0,0,1,0
13429,1,1,1,0,0,0,0,0,0,0,1,0
13431,1,0,1,0,0,0,0,0,0,0,1,0
13432,1,0,0,0,0,0,0,0,0,0,1,0
13433,1,0,0,0,1,0,0,0,0,0,1,0
13435,1,0,0,0,0,0,0,0,0,0,1,0
13437,1,1,0,0,0,0,0,0,1,0,1,0
13439,0,0,0,0,0,0,0,0,0,0,0,0
13440,1,0,0,0,0,0,0,0,0,0,0,0
13442,0,0,0,0,0,0,0,0,0,0,0,0
13443,1,0,1,0,0,0,0,0,0,0,1,0
13444,0,0,0,0,0,0,0,0,0,0,0,0
13447,1,0,1,0,0,0,0,0,0,0,1,0
13448,1,0,1,0,0,0,0,0,0,0,1,0
13449,1,0,0,0,0,0,0,0,0,0,1,0
13453,1,1,0,0,1,0,0,0,0,0,1,0
13454,0,0,0,0,0,0,0,0,0,0,0,0
13455,1,0,0,0,0,0,0,0,1,0,1,0
13456,0,0,0,0,0,0,0,0,0,0,0,0
13457,1,0,1,0,0,0,0,0,0,0,1,1
13459,1,0,1,0,0,0,0,0,0,0,1,0
13460,1,0,1,0,0,0,0,0,0,0,1,0
13461,1,0,1,0,0,0,0,0,0,0,1,0
13462,1,0,0,0,1,0,0,0,0,0,1,0
13463,0,0,0,0,0,0,0,0,0,0,1,0
13464,1,1,1,0,0,0,0,0,0,1,1,0
13466,1,0,0,0,0,0,0,0,0,0,1,0
13468,1,0,1,0,0,0,0,1,0,0,1,0
13469,0,1,1,0,0,0,0,0,0,0,1,0
13472,1,0,1,0,0,0,0,0,0,0,1,0
13474,0,0,0,0,0,0,0,0,0,0,0,0
13477,0,0,0,0,0,0,0,0,0,0,1,0
13478,1,0,1,0,0,0,0,0,0,0,1,0
13479,1,0,0,0,0,0,0,0,0,0,1,0
13481,0,0,0,0,0,0,0,0,0,0,0,0
13482,1,0,1,0,1,0,0,0,0,0,1,0
13483,1,0,1,0,0,0,0,0,0,0,1,0
13484,1,0,0,1,0,0,0,0,1,0,1,0
13486,0,0,0,0,0,0,0,0,0,0,0,0
13487,1,0,1,0,0,0,0,0,0,0,1,0
13491,0,0,0,0,0,0,0,0,0,0,0,0
13493,1,0,0,0,0,0,0,0,0,0,1,0
13494,1,0,0,0,0,0,0,0,0,0,1,1
13496,1,0,0,0,0,0,0,0,0,0,0,1
13497,0,0,0,0,0,0,0,0,0,0,1,0
13499,1,0,1,0,0,0,0,0,0,0,1,0
13500,0,0,0,0,0,0,0,0,0,0,1,0
13501,1,0,0,0,0,0,0,0,0,0,1,0
13502,0,0,0,0,0,0,0,0,0,0,1,0
13504,1,0,0,0,0,0,0,0,0,0,0,0
13507,1,1,1,0,0,0,0,0,0,0,1,0
13508,1,1,1,0,0,0,0,0,0,0,1,0
13509,1,1,0,0,0,0,0,0,1,0,1,0
13511,1,1,1,0,1,0,0,0,0,1,1,0
13512,1,0,1,0,0,0,0,0,0,1,1,0
13513,1,0,0,0,0,0,0,0,1,0,1,0
13514,1,0,1,0,0,0,0,0,0,0,1,0
13515,1,0,0,0,0,0,0,0,0,0,0,0
13516,1,0,0,0,0,0,0,0,0,0,0,1
13518,1,0,0,0,0,0,0,0,0,1,1,0
13519,0,0,0,0,0,0,0,0,0,0,0,0
13520,1,0,0,0,0,0,0,1,0,0,1,0
13521,1,0,0,0,0,0,1,0,0,0,1,0
13522,1,1,1,0,0,0,0,0,0,0,1,0
13523,1,0,0,1,1,0,0,0,0,1,1,0
13524,1,0,0,0,0,0,0,0,1,0,1,0
13525,1,0,1,1,0,0,0,0,0,0,1,0
13527,0,0,0,0,0,0,0,0,0,0,0,0
13528,0,0,0,0,0,0,0,0,0,0,1,0
13529,0,0,1,0,0,0,0,0,0,0,1,0
13530,1,0,0,0,0,0,0,0,0,0,0,1
13531,1,0,0,0,0,0,0,1,0,0,1,0
13532,0,1,1,0,0,0,0,0,0,0,1,0
13534,1,0,1,0,0,0,0,0,0,0,1,0
13535,1,0,1,0,0,0,0,0,0,0,1,0
13536,1,0,0,0,0,0,0,0,0,0,0,1
13537,0,0,0,0,0,0,0,0,0,0,0,0
13538,1,0,0,0,1,0,0,0,0,1,1,0
13539,1,1,0,0,1,0,0,0,0,0,1,0
13540,0,0,0,0,0,0,0,0,0,0,0,0
13541,0,0,1,0,0,0,0,0,0,0,1,0
13542,1,0,0,0,0,0,0,0,0,0,0,0
13543,1,0,0,0,0,0,0,0,0,1,1,0
13544,1,0,1,0,0,0,0,0,1,0,1,0
13545,1,0,1,0,1,0,0,0,0,0,1,0
13547,1,0,0,0,0,0,0,0,0,0,1,0
13548,1,0,1,0,1,0,0,0,1,0,1,0
13550,1,0,1,0,0,0,0,0,0,0,1,0
13551,1,0,1,0,0,0,0,0,0,0,1,0
13552,1,0,0,0,1,0,0,0,1,0,1,0
13553,1,0,0,0,1,0,0,0,0,0,1,0
13554,1,1,0,0,0,0,0,0,0,0,1,0
13555,1,0,0,0,0,0,0,0,1,0,1,0
13556,1,0,1,0,0,0,0,0,0,0,1,0
13557,0,0,0,0,0,0,0,0,0,0,1,0
13558,0,0,0,0,0,0,0,0,0,0,1,0
13559,1,0,1,0,0,0,0,0,0,0,1,0
13560,0,0,0,0,0,0,0,0,0,0,1,0
13563,1,0,1,0,0,0,0,0,0,0,1,1
13564,1,0,1,0,0,0,0,0,0,0,1,0
13565,1,0,0,0,0,0,0,0,0,0,0,1
13566,1,1,0,0,0,0,0,0,0,0,0,1
13567,1,0,0,0,0,0,0,0,0,0,0,0
13568,0,0,0,0,0,0,0,0,0,0,1,0
13570,1,1,0,0,0,0,0,0,1,0,1,0
13571,1,0,0,0,0,0,0,0,0,0,1,0
13572,0,0,0,0,0,0,0,0,0,0,0,0
13573,1,0,0,0,0,0,0,0,0,0,0,0
13574,1,0,1,0,0,0,0,0,0,0,1,0
13575,1,0,0,0,1,0,0,0,0,0,1,0
13577,1,0,1,0,0,0,0,0,0,0,1,0
13578,1,0,0,0,0,0,1,0,0,0,1,0
13580,1,0,1,0,0,0,0,0,0,0,1,0
13581,0,0,0,0,0,0,0,0,0,0,1,0
13582,1,0,1,0,0,0,0,0,0,0,1,0
13583,1,0,0,0,1,0,0,1,0,0,1,0
13584,1,0,1,0,0,0,0,0,0,0,1,0
13585,1,0,0,0,0,0,1,0,1,0,1,0
13586,1,0,0,0,0,0,0,0,0,0,0,0
13588,1,0,0,0,0,0,1,0,0,0,1,0
13590,1,0,1,0,0,0,0,0,0,0,1,0
13592,0,0,1,0,0,0,0,0,0,0,1,0
13593,0,0,1,0,0,0,0,0,0,0,1,0
13594,1,0,0,0,0,0,0,0,0,0,0,1
13597,1,0,1,0,0,0,0,0,0,0,1,0
13598,1,0,0,0,0,0,0,0,1,0,1,0
13599,1,0,0,0,1,0,0,0,0,0,1,0
13601,1,0,0,0,0,0,1,0,0,0,1,0
13603,1,0,1,0,1,0,1,0,0,1,1,0
13605,1,0,1,0,0,0,0,0,0,0,1,0
13606,1,0,0,0,0,0,0,0,0,0,0,0
13607,1,0,0,0,0,0,0,0,0,0,0,0
13609,1,0,0,0,1,0,0,0,0,0,1,0
13610,1,0,1,0,0,0,0,0,0,0,1,0
13612,1,0,0,0,0,0,0,0,0,0,0,0
13613,0,0,0,0,0,0,0,0,0,0,0,0
13614,1,0,0,0,0,0,0,0,0,1,1,0
13616,1,1,0,0,0,0,0,0,0,0,0,0
13618,0,0,0,0,0,0,0,0,0,0,0,0
13619,0,1,1,0,0,0,0,0,0,0,1,0
13620,1,0,1,0,0,0,0,0,0,0,1,0
13621,1,0,1,0,0,0,0,0,0,0,1,0
13622,1,0,1,1,1,0,0,0,0,0,1,0
13624,1,1,0,0,1,0,0,1,0,0,1,0
13627,1,0,0,1,0,0,0,0,0,0,1,0
13628,0,0,0,0,0,0,0,0,0,0,0,0
13631,1,0,0,0,1,0,0,0,1,0,1,0
13633,0,0,0,0,0,0,0,0,0,0,0,0
13634,1,0,1,0,0,0,0,0,0,0,1,0
13636,1,0,1,0,0,0,0,1,0,0,1,0
13637,1,0,1,0,0,0,0,0,0,0,1,0
13645,1,0,1,0,0,0,0,0,0,0,1,0
13646,0,0,0,0,0,0,0,0,0,0,0,0
13647,1,0,0,0,0,0,0,0,0,0,0,0
13648,1,0,1,0,0,0,0,0,0,0,1,0
13649,1,0,0,0,0,0,0,0,0,1,1,0
13650,1,0,1,0,0,0,0,0,0,0,1,0
13651,0,0,0,0,0,0,0,0,0,0,0,0
13653,1,1,1,0,0,0,0,0,0,0,1,0
13654,1,0,0,0,0,0,0,0,0,0,0,1
13656,1,0,1,0,0,0,0,0,0,0,1,0
13657,1,0,1,0,0,0,1,0,0,0,1,0
13658,1,0,0,0,0,0,0,0,0,0,1,0
13659,1,0,0,0,0,0,0,0,0,1,1,0
13660,1,1,1,0,0,0,0,0,0,0,1,0
13662,0,0,0,0,0,0,0,0,0,0,0,0
13663,1,0,0,0,0,0,0,0,0,0,1,0
13664,1,0,1,0,0,0,0,0,0,0,1,0
13665,0,0,0,0,0,0,0,0,0,0,0,0
13666,0,0,1,0,0,0,0,0,0,0,1,0
13668,1,0,1,0,0,0,0,0,0,0,1,0
13670,1,1,0,0,0,0,0,0,0,0,0,0
13671,1,1,1,0,0,0,0,0,0,0,1,0
13672,0,0,1,0,0,0,0,0,0,0,1,0
13674,0,0,0,0,0,0,0,0,0,0,1,0
13675,0,0,0,0,0,0,0,0,0,0,0,0
13676,0,0,1,0,0,0,0,0,0,0,1,0
13677,1,0,0,0,0,0,0,0,0,0,1,0
13678,1,0,0,0,0,0,0,0,0,0,0,1
13679,0,0,0,0,0,0,0,0,0,0,0,0
13680,1,0,1,0,0,0,0,1,0,0,1,0
13681,1,0,1,0,0,0,0,0,0,0,1,0
13682,1,1,0,0,0,0,0,0,0,0,0,0
13683,0,0,0,0,0,0,0,0,0,0,0,0
13684,1,0,0,0,0,0,0,0,0,0,0,0
13687,1,1,1,0,0,0,0,0,0,0,1,0
13688,1,0,1,0,0,0,0,0,0,0,1,0
13690,1,0,0,0,1,0,0,0,1,0,1,0
13691,1,0,0,0,0,0,0,0,0,0,0,1
13692,0,0,0,0,0,0,0,0,0,0,0,0
13693,1,0,0,0,0,0,0,0,0,0,1,0
13694,1,1,1,0,0,0,0,0,0,0,1,0
13695,0,0,0,0,0,0,0,0,0,0,0,0
13696,0,0,0,0,0,0,0,0,0,0,1,0
13697,0,0,0,0,0,0,0,0,0,0,1,0
13698,1,0,0,0,0,0,0,0,0,0,1,0
13699,0,0,0,0,0,0,0,0,0,0,0,0
13700,1,0,0,0,0,0,0,0,0,0,0,0
13701,0,0,0,0,0,0,0,0,0,0,1,0
13703,0,0,0,0,0,0,0,0,0,0,0,0
13704,1,0,0,0,0,0,0,0,0,0,0,1
13705,1,0,0,0,0,0,0,0,0,0,1,0
13707,1,0,0,0,0,0,0,0,0,0,0,1
13710,1,0,0,0,0,0,0,0,0,0,0,0
13711,1,1,1,0,0,0,0,0,0,0,1,0
13718,1,0,1,0,0,0,0,0,0,0,1,0
13721,1,0,0,0,0,0,0,0,0,1,1,0
13722,1,1,1,0,0,0,0,0,0,1,1,0
13723,1,0,1,0,0,0,0,0,0,0,1,0
13724,0,0,0,0,0,0,0,0,0,0,1,0
13726,1,0,1,0,0,0,0,0,0,0,1,0
13728,0,0,1,0,0,0,0,0,0,0,1,0
13731,1,0,1,0,0,0,0,0,0,0,1,0
